Q3,Q4,Q40,Q91,Q41,Q42,Q43,Q5,Q6,Q7,Q9,Q11,Q44,Q23,Q21,Q41,Q43,Q45,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q65,Q57,Q58,Q100,Q101,Q103,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q123,Q115,Q116,Q117,Q118,Q82,Q122,Q13,Q15,Q17,Q19,Q25,Q27,Q29,Q31,Q33,Q71,Q35,Q119,Q120,Q37,Q46,Q49,Q51,Q53,Q72,Q74,Q75,Q121,Q55
Trinity,Asian,Woman,Yes,Heterosexual,No,No,Yes,,,Shanghai,China,Urban,"Above $500,000",No,Statistical Science,Not interested at all,Not interested at all,Not interested at all,Somewhat favorable,Very unlikely,No,,Somewhat agree,Classes,A little,No,Yes,Somewhat favorable,A little,A little,8-10,0-2,0-2,6+,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center",Directors of Academic Engagement (Academic Advising Center),"Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc)",None of these,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",International House,No,,3.99,SAT,1590,,Private (non-denominational),No,3,2,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Atheist,Not very religious,Moderate,No,,,,Drank alcohol
Trinity,Asian,Woman,Yes,Heterosexual,No,No,Yes,,,Busan,"Korea, South",Urban,"$125,000-$250,000",No,Environmental Sciences,Slightly interested,Moderately interested,Moderately interested,Somewhat favorable,Somewhat likely,No,,Neither agree nor disagree,Other,A lot,No,Yes,Somewhat favorable,A little,Somewhat,14+,3-5,0-2,0-2,3-5,Very much,"Group tutoring (Academic Resource Center),STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Career Center","STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio,Directors of Academic Engagement (Academic Advising Center)","Duke Reach,Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Outdoor Adventures with Personal Trip Plans",None of these,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House","Freeman Center for Jewish Life,International House",No,,3.9,SAT,1550,,Private (parochial),No,10,1,Yes,No,Yes,No,,No,Academics and interdisciplinary curriculum,Atheist,Not at all religious,Somewhat liberal,Ineligible to vote,,,,Drank alcohol
Trinity,White,Woman,Yes,Heterosexual,No,No,No,TX,78746,,,Suburban,"$125,000-$250,000",Yes,Public Policy Studies,Very interested,Moderately interested,Slightly interested,Neither favorable nor unfavorable,Very unlikely,No,,Somewhat agree,Dorm,A moderate amount,No,Yes,Strongly favorable,Somewhat,Somewhat,11-13,6-7,0-2,3-5,0-2,Quite a bit,Career Center,None of these,Counseling and Psychological Services (CAPS),None of these,"Student Health at the Student Wellness Center,Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex",None of these,"Women’s Center,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,No,,4,"SAT,ACT",1510,34,Public (non-charter),Yes,5,2,Yes,No,Yes,No,,Yes,Academics and interdisciplinary curriculum,Protestant,Not very religious,Somewhat liberal,No,,,,"Drank alcohol,Used drugs,Had sex,Obtained a fake ID"
Pratt,Black or African American,Woman,Yes,Heterosexual,No,No,No,MD,20724,,,Suburban,"$125,000-$250,000",No,Electrical and Computer Engineering,Not interested at all,Not interested at all,Not interested at all,Neither favorable nor unfavorable,Very likely,No,,Somewhat disagree,Other,A great deal,No,Yes,Strongly favorable,Not at all,A little,0-3,6-7,0-2,0-2,0-2,Not at all,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Ask a Librarian (Duke Libraries),Career Center",None of these,"Two Click to Connect Form,Blue Devils Care,Counseling and Psychological Services (CAPS),Peer for You","Two Click to Connect Form,Peer for You","Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline",None of these,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,No,,3.8,"SAT,ACT",1470,32,Private (parochial),No,20,11,No,No,No,No,,No,Student life / campus culture,Other,Religious,Very liberal,No,,,,Drank alcohol
Trinity,Asian,Man,Yes,Heterosexual,No,No,No,GA,30022,,,Suburban,"$80,000-$125,000",Yes,Neuroscience,Not interested at all,Not interested at all,Not interested at all,Somewhat favorable,Somewhat likely,Yes,"Genetics and Genomics: Epigenetics, Environment, and Ethics",Somewhat agree,Classes,None at all,Yes,Yes,Somewhat unfavorable,Quite a bit,Somewhat,14+,3-5,0-2,3-5,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),STEM Advancement through Group Engagement Program (SAGE) (ARC),Thompson Writing Program Writing Studio,Directors of Academic Engagement (Academic Advising Center),Pre-professional advising",None of these,"Counseling and Psychological Services (CAPS),DuWell",None of these,"Student Health at the Student Wellness Center,Weight/exercise rooms at Wilson Recreation Center",Weight/exercise rooms at Wilson Recreation Center,Freeman Center for Jewish Life,Freeman Center for Jewish Life,No,,4,"SAT,ACT",1550,36,Public (non-charter),No,17,11,No,No,Yes,No,,No,Academics and interdisciplinary curriculum,Other,Somewhat religious,Moderate,No,,,,Had sex
Trinity,Asian,Woman,Yes,Heterosexual,No,No,No,SC,29681,,,Suburban,"Above $500,000",No,Neuroscience,Moderately interested,Very interested,Slightly interested,Somewhat favorable,Somewhat likely,No,,Strongly agree,Dorm,A little,No,Yes,Somewhat favorable,Somewhat,Quite a bit,8-10,3-5,0-2,3-5,0-2,Very much,"Group tutoring (Academic Resource Center),Drop-in tutoring (ARC),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center","Group tutoring (Academic Resource Center),Pre-professional advising","Counseling and Psychological Services (CAPS),DuWell",None of these,"Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex","Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Arts Annex",Women’s Center,"Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",No,,4,ACT,,36,Public (non-charter),No,10,8,No,No,Yes,No,,No,Pre-professional opportunities and alumni network,Hindu,Somewhat religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,
Pratt,White,Man,Yes,Heterosexual,No,No,No,MN,55123,,,Suburban,"$125,000-$250,000",Yes,Biomedical Engineering,Moderately interested,Moderately interested,Slightly interested,Neither favorable nor unfavorable,Somewhat likely,No,,Strongly agree,Dorm,A little,No,Yes,Somewhat favorable,Somewhat,A little,4-7,3-5,0-2,0-2,0-2,Very much,"Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries)",Thompson Writing Program Writing Studio,"Two Click to Connect Form,DuWell",None of these,"Student Health at the Student Wellness Center,Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center",Weight/exercise rooms at Wilson Recreation Center,Freeman Center for Jewish Life,Freeman Center for Jewish Life,No,,4,ACT,,35,Public (non-charter),No,8,3,No,No,No,No,,No,Academics and interdisciplinary curriculum,Catholic,Somewhat religious,Very liberal,Yes,I am NOT from Durham; I am voting in Durham,Yes,None of these choices / Don't know,"Drank alcohol,Used drugs,Had sex,Obtained a fake ID"
Trinity,White,Man,Yes,Bisexual,No,No,No,IA,51106,,,Suburban,"$125,000-$250,000",Yes,Interdepartmental Major,Not interested at all,Not interested at all,Not interested at all,Somewhat unfavorable,Very unlikely,Yes,Cognitive Neuroscience and Law,Strongly disagree,Other,None at all,No,Yes,Strongly favorable,Not at all,Not at all,0-3,6-7,0-2,0-2,0-2,Not at all,"Group tutoring (Academic Resource Center),Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Subject Specialists (Duke Libraries),Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center",None of these,"Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS),DuWell","Duke Reach,Blue Devils Care,Counseling and Psychological Services (CAPS)","Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Diet and nutrition lecture courses through the Department of Health, Wellness, and Physical Education (HWPE),Outdoor Adventures with Personal Trip Plans,Arts Annex",None of these,"Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Disability Cultural Center,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit),International House",None of these,Yes,No,3.96,ACT,,34,Public (non-charter),No,11,1,No,No,No,No,,No,Academics and interdisciplinary curriculum,Atheist,Not at all religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Obtained a fake ID"
Trinity,White,Man,Yes,Heterosexual,No,No,No,CA,90402,,,Urban,"$250,000-$500,000",No,Public Policy Studies,Moderately interested,Moderately interested,Slightly interested,Somewhat favorable,Very likely,Yes,Geopolitics & Culture,Strongly agree,Dorm,A little,No,Yes,Somewhat unfavorable,Somewhat,A little,11-13,3-5,0-2,0-2,3-5,A little,"Directors of Academic Engagement (Academic Advising Center),Pre-professional advising,Career Center",None of these,None of these,None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center","Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Weight/exercise rooms at Wilson Recreation Center","Women’s Center,Center for Muslim Life,Freeman Center for Jewish Life,Mary Lou Williams Center for Black Culture,International House","Center for Muslim Life,Freeman Center for Jewish Life",No,,4,ACT,,36,Public (non-charter),Yes,12,8,No,No,Yes,Yes,Class of 2024,No,Student life / campus culture,Jewish,Somewhat religious,Somewhat liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Used drugs"
Pratt,White,Man,Yes,Heterosexual,No,No,No,VA,23455,,,Urban,"$250,000-$500,000",No,Mechanical Engineering,Slightly interested,Not interested at all,Slightly interested,Somewhat favorable,Somewhat likely,No,,Strongly agree,Orientation Week,A little,No,No,Somewhat favorable,A little,A little,14+,0-2,0-2,3-5,6+,Very much,"Group tutoring (Academic Resource Center),Pre-professional advising,Career Center","Pre-professional advising,Career Center","Duke Reach,Blue Devils Care,DuWell",None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Weight/exercise rooms at Wilson Recreation Center",Weight/exercise rooms at Wilson Recreation Center,"Women’s Center,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity",Freeman Center for Jewish Life,No,,4,SAT,1540,,Private (non-denominational),No,9,5,No,No,Yes,No,,No,Student life / campus culture,Jewish,Somewhat religious,Somewhat conservative,Yes,I am NOT from Durham; I am voting at home,,,Drank alcohol
Trinity,Asian,Woman,Yes,Gay / Lesbian,No,No,No,NC,27608,,,Suburban,"$250,000-$500,000",No,"Gender, Sexuality, and Feminist Studies",Not interested at all,Moderately interested,Moderately interested,Somewhat unfavorable,Somewhat likely,No,,Somewhat disagree,Dorm,A moderate amount,No,Yes,Somewhat unfavorable,Somewhat,Quite a bit,11-13,0-2,0-2,0-2,0-2,Very much,"Thompson Writing Program Writing Studio,Ask a Librarian (Duke Libraries),Student Disability Access Office",None of these,Counseling and Psychological Services (CAPS),None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Duke Health COVID-19 Hotline,Arts Annex",Student Health at the Student Wellness Center,"Women’s Center,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture,Center for Multicultural Affairs (includes La Casa, AAPI Base, Wekit)",None of these,Yes,Yes,3.96,ACT,,30,Public (non-charter),No,3,1,Yes,No,Yes,Yes,Class of 2024,Yes,Other,Agnostic,Not at all religious,Very liberal,Yes,I am NOT from Durham; I am voting at home,,,"Drank alcohol,Used drugs,Had sex"
Trinity,"White,Asian",Woman,Yes,Heterosexual,No,No,No,IL,60613,,,Urban,"$125,000-$250,000",No,Neuroscience,Not interested at all,Slightly interested,Moderately interested,Neither favorable nor unfavorable,Neither likely nor unlikely,No,,Strongly agree,Dorm,A little,No,Yes,Neither favorable nor unfavorable,Somewhat,Somewhat,11-13,3-5,0-2,0-2,3-5,A little,"Group tutoring (Academic Resource Center),Thompson Writing Program Writing Studio,Directors of Academic Engagement (Academic Advising Center),Career Center","Group tutoring (Academic Resource Center),Directors of Academic Engagement (Academic Advising Center),Career Center",None of these,None of these,"Student Health at the Student Wellness Center,Activities at the Student Wellness Center (guided meditations, yoga, tea tastings, meditative art, koru mindfulness, close-knit, meditation garden),Group fitness classes at Wilson Recreation Center (spin, yoga, etc),Weight/exercise rooms at Wilson Recreation Center,Arts Annex",Weight/exercise rooms at Wilson Recreation Center,"Women’s Center,Freeman Center for Jewish Life,Center for Sexual and Gender Diversity,Mary Lou Williams Center for Black Culture",None of these,No,,4,"SAT,ACT",1580,35,Public (non-charter),No,11,5,No,No,No,No,,No,Academics and interdisciplinary curriculum,Other,Not at all religious,Moderate,Yes,I am NOT from Durham; I am voting at home,,,
